episode,username,comment,quoted_user,quoted_text,join_date,post_num
Ep10,davidyodo24,Sae and Shidou combination is crazy!! 🔥🔥🔥,,,Oct-19,7615.0
Ep7,DeonX,"Sae casually score the first goal without breaking a sweat. We get to see the real power of the Iron Wall Quartet.

Rin stayed level headed and made it possible for the others to get focused again. His inferiority complex against Sae might be a hindrance tho.

Nagi's inhuman goal helped them draw the score. Honestly I expected better animation at least for Nagi's goal. Most of the episode were just stills or barely moving cardboard pieces. His voice actor definitely delivered tho.

",,,Feb-21,23448.0
Ep9,Fallen_Leaves,"Sae definitely saw that what Rin was doing was no where near enough to make his dream a reality.
I think it will be a heart-warming moment when the Itoshi brothers play together on the same team once again.",,,May-17,29.0
Ep4,Sun_Chan,Sae took all the animation budget. ,,,Aug-19,3729.0
Ep8,samsince04,"Sae's nutmeg was sickk. I definitely didn't feel as hyped for the goals as I did in last ep. Outside the foot trivela shot from Rin(from that distance) just doesn't impress me bcz of how ridiculous the thought of it is and the animation as well. 

Gagamaru made a whole camera save in this ep lol. He definitely should've caught that weak ass shot from that one guy before the ball eventually found its way to Sae. Excellent strike from him. That moment definitely made my heart dance xD

I just don't understand the uproar about the animation each week. We're more than halfway into the szn, shit ain't magically going to improve. 




",,"𝒮𝑜𝓂𝑒𝓉𝒾𝓂𝑒𝓈, 𝓎𝑜𝓊 𝒸𝒶𝓃'𝓉 𝓂𝑜𝓋𝑒 𝒻𝑜𝓇𝓌𝒶𝓇𝒹 𝓌𝒾𝓉𝒽𝑜𝓊𝓉 𝒸𝓁𝑜𝓈𝒾𝓃𝑔 𝓉𝒽𝑒 𝒹𝑜𝑜𝓇 𝒷𝑒𝒽𝒾𝓃𝒹 𝓎𝑜𝓊. - 𝑅𝑒𝒾 𝒦𝒾𝓇𝒾𝓎𝒶𝓂𝒶",Sep-20,4143.0
Ep4,human617,"Say what you want about the bad animation, i had to pause on that frame of Hiori bending over for a solid 8 minutes 😋",,,May-21,24.0
Ep5,YudiYusantoS,"Seems like the battle between Blue Lock and U-20 Japan is going to be intense :)- Mal-Badge -

Level 25
Ranked 1135
Last update : 27.02.2022 at 05:50

My Candies : 


I'm level  on mal-badges. View my badges.



 ",,,Feb-21,3552.0
Ep13,Elysett,"Sendō's dream originally!! 😍

",,,Apr-24,106.0
Ep2,davidyodo24,"Seriously who thought this was okay and approved this shit? LMAO
I think Queen Bee should take over the Animation lol

I really feel bad for the author.

They should be ashamed of themselves.",,,Oct-19,7615.0
Ep11,Nerdason,"Shido was inspired by Ibrahimović's bicycle kick goal at the 2013 Puskas
  ",,,Feb-20,1337.0
Ep11,MrM3me,Shidou - The HORNY Devil. What a goal! What animation! Rest was kinda mid tho,,,Oct-24,9.0
Ep11,Vikki03144,Shidou and Sae are cooking.,,,Aug-24,1.0
Ep10,Davidlll04_,Shidou came.....,,,Nov-21,2.0
Ep11,Tsuyo_Mika,"Shidou entered the state of “flow” and scored a goal. Now with 3-2. When Isagi asked Ego Jinpachi for advice to win the second half, he said Blue Lock had already won and all of their careers are secured now. But Isagi wants to win this match. Otoya is substituted for Barou. 

Barou plays in his own style as usual. Aiku got in his flow too.",,,May-20,1203.0
Ep11,kyledluffy,Shidou gettin a lil TOO freaky out there😳,,,Jan-23,874.0
Ep10,Rasco,"Shidou is funny asf can't lie. 
Behold of my awesomeness~ 
controversial and/or sensitive topics likely devolve into the same repetitive, derogatory, abusive, and harassing comments can no longer be posted.
But my feels. ",,,Mar-10,56284.0
Ep10,jas-samaaa,"Shidou is such a funny character hella sus 🤣🤣 jokes but yh this was so gas in the manga, got a bit of thrill but not the same in the anime really wish it was animated better",,,May-21,2612.0
Ep11,adbeaver,"Shidou is too freaky but his theme song is so hype.

Such a shame that Barou didn't score, he played all of them.

Their building up to the end of the season.. It's time for our main character's awakening",,,Mar-15,1074.0
Ep11,Seb87,"Shidou just impregnated the whole stadium with that goal…

Best episode in a while.",,,Nov-22,66.0
Ep11,phantomfandom,"Shidou makes soccer gone wrong, gone sexual... for a moment I hope he can really score 10 goals as I want to know what he'll do to Sae as his reward, Sae already has a lotion in his bag after all so he's ready for all kind of activity. Too bad Aiku already had his experience with woman.

I've to admit that Ego is really a well-plan guy. Blue Lock program already made a big impact and those who enrolled in the program, contrary to his threatening at the beginning, will probably find a place to play soccer as a profession even if they get ""lock off"" earlier. But of course the primary objection is always to win. For me, Ego is the real protagonist, and his backstory is still not fully explored.

My boyfriend Barou enters the field! It's strange to call him my boyfriend as I already consider every guys in Blue Lock my boyfriends LOL",,,Sep-15,7870.0
Ep11,DeonX,"Shidou out here re-defining reproduction and scoring dope ass goals. He achieved flow. His goal scoring OST, sound effects, and visuals were weird dawg 😭. We got a child's cry in the background and a visual of fertilisation 💀.

Barou's playstyle definitely took Jap U20 by surprise. Yukki took the chance but his goal was intercepted by flow state Aiku.

Also by now everyone must have noticed that 99% of Isagi's monologues don't translate to actual in game effort. The best he's doing is being a link between the forward strikers and occasionally trying to score a goal which is being easily shut down by Aiku.

This episode's additional time was by far the funniest one. Cross dressed Sae goes hardDeonXJan 18, 7:36 AM",,,Feb-21,23448.0
Ep11,Musashi_Arun,Shidou the goat 🐐.My favourite character,,,Oct-20,207.0
Ep11,Narizor,"Shidou's awakening and Ibrahimović-esque goal were absolutely incredible, but I can't deny how strange it was to see him get excited about it, and the depiction of a sperm and egg during the goal was... a creative choice, to say the least.

Ego is right: even if they lose this match, the players have gained enough recognition to continue building their careers as footballers. However, for Isagi and the others, that kind of reassurance isn't enough. Isagi, in particular, has yet to have a decisive individual moment in this match. While he's been key in supporting the team, all he's had so far is internal monologues. I really hope he gets his flow and scores a goal soon.

To counter someone as unpredictable as Shidou, you need someone equally unpredictable. Enter Barou, the King! His presence gives the match a lot of fire, and while I have no doubt he'll score, it's likely not the play that seals Blue Lock's victory. Especially with more players starting to awaken their flow.",,,Jul-22,1357.0
Ep11,Atoral,"Shidou's goal is a copy of Zlatan Ibrahimović goal against England in a friendly on 14-11-2012,  it's looks better RL imo",,,Mar-18,3.0
Ep11,AishinDesu,Shidou's goal was the best we have seen in entire Blue Lock both seasons technically and in terms of hype and animation imo. 8bit cooked a 5 star meal.,,,Mar-24,220.0
Ep11,Itv-rlwab,Shidou's gol had actually good animation. We got hope for this to end decently.,,,Oct-23,38.0
Ep11,jas-samaaa,Shidous goal was acc fire goosebumps 🔥 Yhh okk it was acc really good. King Barou has arrived rahhh alsoo 😈,,,May-21,2612.0
Ep10,Sun_Chan,"Shidou’s freaky moment was finally animated lmao. 
﻿
﻿Chigiri :( ",,,Aug-19,3729.0
Ep11,hanyuhi16,"Shirou sure gave a nice show. Entering the flow, wanting to ""impregnate"" with his flow, pretty much cumming with every goal. Also loving his dynamic with Itoshi Sae, such a ship!! 😍😍😍. 10 goals and we're moving together 😂😂, loved it.

Also, as usual, great additional time with Sae putting on makeup and becoming a woman, he sure would look fascinating 😍😍",,,Jul-07,631.0
Ep14,shengyun,Shitty animation excluding final episode. Mediocre at best. Literary better to just read the manga.,,,Jul-12,2.0
Ep10,Dhdu,"Shouldn't the blue/green haired guy have gotten a yellow card for kicking Isagi? I don't know the rules very well, but I feel like using your calf to spike down on their arm would still count as kicking them.",,,Mar-21,6.0
Ep11,Matchappie,"Sick goal, Shidouuuuuuuuuu!!!!
And welcome back, King!!!
Finally chaotic trio jsjsjs",,,Jun-23,236.0
Ep2,deadwindz,Slideshow episode,,,Sep-22,140.0
Ep3,ItzBeeM,"Slightly better animation than ep 2. Goals are still underwelming. Shidou was done dirty again compared to the manga. I'm hopeful for future episodes since the animation improved.ItzBeeMOct 19, 2024 11:35 AM",,,Nov-22,38.0
Ep1,rasterman7,"Smokeseller Ego is back at it again, this time risking the future of Blue Lock despite its financial waste against the Japanese under 20 national team in a format more confusing than the MLS. With the separation of the ""elite 6"", 4 of which we haven't even seen play before, Isagi measures his choices and decides to go with Rin to make his bs chemical reactions work. Meanwhile, in an uncharacteristic move from the Japan football federation, it seems like they are determined to crush them on the field instead of just using economy as a basis, lending their trust to the captain who looks suspiciously like the dribble dude.

On another note, the opening is fine. Quite good animation despite having so many transitions that at points it started to look blurry but the song chosen didn't make it justice. No comments about the ending sequence.⠓⠥⠍⠁⠝⠊⠞⠽ ⠞⠓⠗⠕⠥⠛⠓ ⠎⠕⠍⠑ ⠎⠞⠥⠏⠊⠙⠊⠞⠽⠂ ⠎⠕⠍⠑ ⠺⠊⠇⠇ ⠎⠅⠊⠏ ⠺⠁⠎⠓⠊⠝⠛ ⠞⠓⠑⠊⠗ ⠓⠁⠝⠙⠎ ⠁⠝⠙ ⠑⠝⠙ ⠥⠏ ⠗⠥⠊⠝⠊⠝⠛ ⠊
⠞ ⠋⠕⠗ ⠑⠧⠑⠗⠽⠕⠝⠑
⠎⠓⠊⠊⠅⠕ ⠁⠕⠎⠕⠊⠂ ⠼⠃⠼⠚⠼⠁⠼⠓",,,Jul-20,2185.0
Ep12,badabass,"Snake defender blooming, tho Reo and Gagamaru superhuman counter-defense denied the chance. Phew. Time to our mc-kun scoring his perfect puzzle? Nah. Sae is just ready to stop that outta nowhere. Then sec later, unexpectedly our Stripper King also outta nowhere nab Rin ball into the real goal. Alright, King, you deserve the darkness score. But what the heck with the additional time this time? I need to bleach my eyes! Looking forward to see the next.   Hide and seek is the best offline games on this fatamorgana-called-world-thing. Please comment nicely. I am newbie here.
 
I'm level  on mal-badges. View my badges ",,,Feb-20,9486.0
Ep5,adbeaver,"So Shidou got picked to play with Itoshi Sae. Seems like Sae really wants to bury Rin's football career by shitting on him with his rival. 

We're probably 3/4 episodes away from the match, but I just can't wait to see how the Blue Lock team hold up against the U-20s. Hope we also get to see U-20's training soon, especially after that striker guy picked on Sae. ",,,Mar-15,1074.0
Ep14,yellowheartren,"So after the Big Realisation™️ that he's not alone... Rin goes ahead and tries to do it all alone. Surprisedpikachuface it doesn't work. ... Yeah, that makes sense. And then he's the one Big Mad™️ when someone else takes the chance he actually did carve, like now they're rivals? Jfc. So much tantrum trying to break free from Sae, now he chains himself to Yoichi. As Sae basically shrugs. Yeah, I said it before and will continue to say it: I really don't care for the Itoshis.

The post-game scenes were very well done, boys are themselves once again. Even Ego seemed happy, though wtf has he been doing in the background all this time... sigh. Ah well.",,,Oct-09,775.0
Ep1,levibigass,So blue lock vs u20 Japan finally begins let's goooo.... honestly speaking i thought the animation was peak yeah there where still frames but it doesn't effect the overall animation u can hardly senses that when u watch the show like u get so hooked that u don't even care about the animation and the still frames but if this becomes regular and happens often there there will be a problem but whatsoever the first ep was total banger for me....,,,Jan-22,278.0
Ep10,Pre_Yum,"So cool. Shidou's entry to the Under-20 team brought a new energy to the team and soon after that, they scored a really great goal. It was so good. Sae and Shidou work so perfectly together. LOL. 

We also have some subs this time around with Niko and Chigiri feeling not at the top of their game and the subs have started to shine already. Can't wait to see more. Still no goal for Isagi.
",,,Jun-19,6892.0
Ep9,nyankana,"So far in the series Shidou only had a few scenes and all in png. He never played in u-20 here and only existed in blue lock so far, so how did the captain even know if he even had any chance to win? Cuz so far all shidou did was waiting around and talked big as if he were already the next Sae. This character is very questionable right from the start.

Also interesting to see that rin and sae were like sasuke and itachi. Like how sae was the dream that rin was trying to achieve these entire time, then all of a sudden all sae could talk about was crap and more crap, and rin felt very betrayed by his own brother the reason why rin became the way he is now.nyankanaDec 1, 2024 1:34 AM",,,Jun-23,43.0
Ep14,rasterman7,"So far we've seen a cast full of egotistical strikers that features more talking than frames of animation, dubious decisions by smokeseller Ego and just awkward dialogue coming from within the field that corresponds to anime alone. Furthermore, the motivations from the characters are questionable and make me wonder if they are idiots as much as the additional time sequences make them out to be or really into roleplaying. Also, the impact from the best plays in this match had been greatly diminished by the lack of movement and relied mostly on what characters were saying and fans could imagine. This was the set up until the last play.

That last play changed everything and you could see it not only by the change of direction but the colors, the framing and the stakes being completely different. It was predictable that Isagi would score the winning goal but not how and I didn't count on Rin going mental nor on them actually acknowledging one of the most important factors of this sport: luck. It sounds cliche or dumb but IRL it plays a lot into how the team plays and the result is gonna be from the Premier League to the third division of Argentina (albeit referees may play a role as well but let's not delve into it).

In essence, this was the best episode of the whole series and it was because of that play on additional time which curiously enough is the name of the section that keeping me somewhat engaged by the end. Does this mean that it's better than the first one? Absolutely not, in fact I'd recommend reading the manga and only watching that clip to newcomers. Will a new season be on the way? Maybe, let's see how they handle the production backlash (if at all) first.⠓⠥⠍⠁⠝⠊⠞⠽ ⠞⠓⠗⠕⠥⠛⠓ ⠎⠕⠍⠑ ⠎⠞⠥⠏⠊⠙⠊⠞⠽⠂ ⠎⠕⠍⠑ ⠺⠊⠇⠇ ⠎⠅⠊⠏ ⠺⠁⠎⠓⠊⠝⠛ ⠞⠓⠑⠊⠗ ⠓⠁⠝⠙⠎ ⠁⠝⠙ ⠑⠝⠙ ⠥⠏ ⠗⠥⠊⠝⠊⠝⠛ ⠊
⠞ ⠋⠕⠗ ⠑⠧⠑⠗⠽⠕⠝⠑
⠎⠓⠊⠊⠅⠕ ⠁⠕⠎⠕⠊⠂ ⠼⠃⠼⠚⠼⠁⠼⠓",,,Jul-20,2185.0
Ep14,MeKuMint,"So from there all the time and budget went, IN MAKING A TREMENDOUS GOAL BY ISAGI YOICHI

Mother of God, I have never been so excited!

Forgive me for everything 8-bit 🙏

(The Neoegoistic League is coming!)",,,Mar-23,155.0
Ep14,uzee,"So glad I waited and watched both eps 13 and 14 together. The music was fantastic and the best part of the episodes. The animation was awesome despite still a bit lacking in some scenes such as Rin's inconsistent crazy eyes - they were epic, but at time still drawn lazily, at least we had a soccer style fight scene. These last 2 episodes definitely bumped my score for the season by 1-2 points

 ",,,Oct-11,1490.0
Ep7,nikki05,So good!! Nagi was awesome! and the rest of the team did so well! Proud of my babies,,,Jul-19,176.0
Ep6,icyicy00,"So hype! And no (well, minimal) slideshow! The direction and music was fanstastic! And Aiku sounds like he's flirting every time he speaks. Really can't wait until the next episode",,,May-15,113.0
Ep12,Jony_,"So much AURA, just so much freaking aura!!

▫Tie game, and a crazy ending is coming.",,,Jul-13,572.0
Ep12,The_Black_B3ast,So much happened in this episode that I don't remember anything that happened😂😂. Barou devouring Isagi is something that will never get boring. I always believe that Barou will appear when you least expect it. WHAT THE HELL WAS THAT EXTRA TIME????????? WHAT DID THEY DO 2 MY BOY BAROU?,,,Aug-21,1032.0
Ep5,TheSelleri,So no Barou on the final team? I'm appalled.,,,Sep-16,1189.0
Ep9,IzanaSolos,"So now they’re just skipping shit as well? They just blatantly skipped all the Shidou stuff… great.

Best advice I could give you is to just read the manga with the OST in the back or something…",,,Dec-21,3473.0
Ep5,Mersailia,"So peak edginess just runs in the Itoshi family, doesn't it🤣? It's in their genes. And there was something so satisfying about Shidou giving Rin a good nose bleed.Born to shoujo, forced to shounen.

 
",,,Jul-24,46.0
Ep9,THE_BigDingus,"So that was dumb. Was that story supposed to make me feel something other than confusion? 

Sae lives his life as a good big brother. Goes away for 4 years, then comes back calling his brother ""worthless,"" and ""having no value,"" then tells him he doesn't want Rin in his life or as a brother...

Uh, wut?

It also doesn't make since that Rin got so mad when Sae said his new dream is to become the best midfielder in the world. Midfielders still score goals, and Rin could've still played side by side with him, so why did he act like Sae just shot him in the face? 

Either way, if he just waited another couple minutes, Sae would give him a real reason to be upset (as mentioned above). But none of it makes sense. 

If they give us some BS excuse like ""Sae realized Rin's potential & wanted to give him someone to hate in order to motivate him!"" it'll just confirm this series' first season was a fluke, and that Blue Lock's writing has fallen off a cliff. 

We don't need those stupid tropes. They never make sense in other series, and it wouldn't make sense here either. I'm just preemptively venting, but it feels like the way this is going, that'll be the justification they give for Sae acting like a dick. “No, you can’t have a show where everybody’s Krillin!” – Shinpachi
",,,May-20,159.0
Ep14,Zeldameister,So that's where all the budget went! Too bad that this season was badly animated. I'm sick of those ugly CGI feet and I really hope Season 3 will look much better!,,,Apr-20,22.0
Ep14,PrimeX,"So they released 2 episodes huh guess they didn't want this reaching 2025 lol and look at that, the little kid yelling brought out the animation. If only it was like this the whole season. And look at Rin, he moved on from his brother and latched onto Isagi next lmao

7",,,Jul-13,9672.0
Ep12,aLotQuestion_,"So, it the last 2 episode, will Isagi get the spotlight or not?Signature removed. Check your inbox",,,Dec-14,2638.0
Ep8,13thvagabond,"Soccer is back, Fantastic as always",,,May-24,30.0
Ep11,ShadowkillZ,"Soccer is fertilisation is the most out-of-pocket perspective for a game you play by kicking a ball 😭

Shidou's big bang drive is an even more impressive feat than his dragon drive, he doesn't just want to score a goal, he wants his seed to impregnate the motherfuckin' net 😭😭😭 the visuals for that part was as flashy as Shidou himself is but even more than that, the OST was ON POINT. This is what FLOW does to a mf. 

The scene where Isage demands victory from Ego gave me chills, that truly is a mindset built for victories, not one to accept defeat, not even if they're promised a future glory. They want that W now and so they shall snatch it, even if they have to play with he most chaotic offensive formation.

Barou and Yukimiya were this close to a score, but good old goal post and Aiku cleared it as if it were nothing. They really gotta lock Aiku down, his midair defence is insane.

",,,Mar-16,4004.0
Ep1,davidyodo24,"Solid setup for the first episode.

Can't wait to see who got eliminated next, looking forward to it.",,,Oct-19,7615.0
Ep3,GakutoDeathGlare,"Some BL teasing for the additional time segment, of course there is. ",,,Sep-18,5664.0
Ep9,SolizeMusic,"Somehow this episode felt better animated than the rest of the season, with the caveat of the end when they get back to the pitch and you see the CGI legs and just have that sinking feeling that more PNG lock is coming 😭",,,Sep-17,12.0
Ep11,yellowheartren,"Someone pls send Shidou packing already. The shit he says breaking some supposed appropriety barrier, in a way that's meant to be fun? I guess? Maybe cheered, in today's world of censorship? But jfc, he's so absurd it's impossible to even enjoy. Like, can't take the guy seriously anymore, and he was over the top since day 1. (Reo firing back at him in such an off-hand way practically makes him MVP in this episode, far as I'm concerned.) Not that the others are much better at this point.

Ego's kinda interesting, for a minute there it feels like betrayal level bait-and-switch... But he's not actually changing his initial promise/goal at all. Which I guess only makes it more annoying. lol

On the technical side, it's not even the animation (or lack thereof), what even are those bodies there when Isagi follows Barou to field? Yikes.yellowheartrenDec 14, 2024 7:54 AM",,,Oct-09,775.0
Ep3,Aliiato,Sometimes it doesn't even feel like I a watching a football match... They spend 70% of the episode showing us internal thoughts and a whole two minutes scene of shattering puzzles,,,May-20,19.0
Ep14,CasualViewer3,Sooooo hype soooo good. Now I have post nut clarity like shidou,,,Jun-16,8.0
Ep14,RaidenSteiner,"Stand proud Blue Lock, you can move",,,Mar-20,481.0
Ep5,Vanytas,Start the match 🥳,,,Feb-22,168.0
Ep1,Ranxomare,"Starts a new season!!!
A new challenge!
It seems complicated and it is not clear what the final objective is, although it is assumed that it will be to win!
After the ending, the division of triple rooms, it was hilarious!
kekeke",,,Apr-16,25194.0
Ep1,ShadowkillZ,"Stayed back and not watched the 2nd season of Blue Lock for a bit because of all the powerpoint animation allegation lol

So the 2nd season started where the 1st season left off, coming from the Blue Lock preliminary selection tournaments. Isagi is nowhere near the top 6 spot of the best players in Blue Lock, much less the number 1 spot. Rin is probably barely even aware of Isagi's existence!

I swear, coming from the insanity that is the Blue Lock manga, there were several eliminated characters that I completely forgot about, as if they never were here to begin with. Other than that, it's genuinely SHOCKING how different the status quo is around here. To think that Isagi used to skulk about and worry about how to make a good impression, amongst other things. Lol. The contrast is mind-boggling.

Well, that being said this is a good re-introduction to the Blue Lock cast and the looming match that'd put the Blue Lock's competency to test against the National Japanese team. 

Awesome visuals on the OP and ED, particularly on the OP, as always, the hype for the U20 match is nicely conveyed by the OP with a more relaxed melodic note on the ED. Can't wait to see the Itoshi brothers match in the anime!ShadowkillZMay 31, 2:49 PM",,,Mar-16,4004.0
Ep9,yellowheartren,"Still no idea why we should care so much about the Uchihas Itoshis. Not to mention - all this and we still don't get an idea about why Sae actually turned into a jerk? Gimme a break. We get to enjoy something a little more than the slideshows and vfx we've had up to this point, that's true... fwiw. At this point, not much to write home about.

+1 point for all the stuff at the beginning though: Bachira and Isagi parents meeting like that, the acknowledgement of their bond, Chigiri beaming even as he's being ribbed, literally all the little moments in the locker room are just perfect nuances to their characterisation, Ego included. 
I would also say anyone stripping is also a bonus point, but... somehow even the anatomy isn't as great as it was in s1.

Anti-ShidouRyuusei-measures. Pffffffft. Right. 🤣yellowheartrenNov 30, 2024 7:44 AM",,,Oct-09,775.0
Ep7,Rexnihilo,Still slideshows at best but hey at least the Nagi shot was cool right? ,,,Oct-20,4533.0
Ep3,Ashhk,"Still the same as before regarding the animation... anyway it was tense with the 4 - 4 score and Yoichi scored the decisive goal, definitely impressive.",,,Apr-18,35506.0
Ep4,Nexushun,Stop this boy love thing.  cant U see anything without thinking they are gay?,,,Apr-24,1.0
Ep13,Tsuyo_Mika,Struggle for the goal on both sides. Rin seems to be having another awakening. ,,,May-20,1203.0
Ep2,loveunique,Studio VOLN: does anatomy and inbetweening exist ,,,Feb-24,32.0
Ep6,Kanelbullar,"Sucks that Shidou is not going to play, at least for now. He's such an interesting yet extremely chaotic element that spices things up but of course it's understandable why he's not on the field as we speak.

Exciting episode, looking forward to the next one. Isagi vs. Aiku! ⚽️🔥",,,Jun-23,140.0
Ep13,The_Black_B3ast,"Super intense but what was that horror ending? I thought Rin was about 2 be super wholesome. Instead, his mind starts to break down. Bachira like always doesn't let us down when it comes to his monster dribbling. If he decides he is going past you there's nothing you can do to stop him. No new flow states but everyone has been playing phenomenally and hearing the announcer talk got me even more hyped for the game. ",,,Aug-21,1032.0
Ep11,dior,Surprisingly great episode,,,Apr-14,150.0
Ep3,crunchypeniss,TF happened to the animation dude. It's just manga panels with speed lines,,,May-21,6.0
Ep11,icyicy00,THAT WAS SOME TOP TIER ANIME,,,May-15,113.0
Ep12,Treyv0n,"THATS THE KINGGGGGG!!!!!!!!!!! BAROU GOT ME SO FUCKING HYPED MAN I FELT LIKE I WAS ON THE FIELD AFTER HE SHIT THAT GOAL BC I WAS SCREAMING JUST LIKE NAGI KARASU AND ISAGI BRO THIS EPISODE IS A 10/10 man😭😭🔥🔥🔥🔥🔥

Gagamaru’s save was hyped asf as well that was a moment I was waiting for, dor our goalie to get his time to shine and same with Reo copying Nagi’s move this episode was actually hyped asf man like holyyyy😩🔥🔥🔥",,,Apr-21,2033.0
Ep8,Nerdason,"THE GIANT ARYU JYUBEI!


Eat it Itoshi Sae
  ",,,Feb-20,1337.0
Ep12,icyicy00,THE HYPE IS HYPING I UNDERSTAND SOCCER FANS NOW,,,May-15,113.0
Ep8,Artromex,"THE OST FROM WHEN RIN AND SAE STARTED FIGHTING UP UNTIL LIKE NIKO'S MOMENT WAS SO GOOD!!!! SHIT GOT ME SMILING AND HYPED UP SO HARD ITS CRAZY

Yeah, I honestly don't even care about the animation atp, yall are just a bunch of haters. Sure it's bad but if you're still watching at episode 8 just to complain abt the animation then just go watch something else. I'm enjoying the hell out of this regardless",,,Apr-23,286.0
Ep12,otakuweek,"THERE GOOD AND BAD PART


Reo/ keeper etc

i felt nothing but the music really helps to feel some emotions...otakuweek (100k Followers) on insta for News /best recom etc

just have a look, you won't regret it...

Link below: 

 https://www.instagram.com/otakuweek?igsh=em5kY3Q4NTVtNXlh",,,Aug-20,6210.0
Ep14,Fiorno,"THEY COOKED. THAT FINAL SHOWDOWN AND RIN'S AWAKENING WERE CRAAAAZY. they gave us so much in the after credits too... Mamoru Miyano as Kaiser is great... expecting a Fubuki Shirou performance out of him. 10/10 episodeI have read 2 perfect chapters of manga; They are Usogui Chapter 203 and Onani Master Kurosawa Chapter 23.
Slam Dunk Chapters 272 to 276 are a perfect stretch of manga.",,,Nov-20,178.0
Ep8,Treyv0n,"THIS EPISODE WAS SO HYPE MAN RIN’S GOAL WAS SO HYPE BRO I LOVED THE ANIMATION DURING IT😭😭😭🔥🔥🔥

ARYUUUUUU YOOOOO THAT SHIT HAD ME JUMPING MAN I deadass thought Sae was gonna get that goal in fam🤯😭😭😭

I can’t believe my ass is this hype when I’ve read the manga weekly when this was releasing💀💀💀🔥🔥🔥",,,Apr-21,2033.0
Ep4,bAs3a,THIS SHIT IS GARBAGE DROP THE ANIME NOW ,,,Oct-19,1.0
Ep14,JoseXX,THIS WAS SO PEAK!!,,,Mar-24,2.0
Ep14,NotMuan,THIS WAS THE GREATEST GIFT TO US BLUE LOCK FANS. HOLY CRAP I SHED A TEAR WATCHING THIS EPISODE. EVERYTHING. EVERYTHING ABOUT THSI EPISODE WAS PEAK,,,Jan-21,1.0
Ep5,camghost10,"TO MUCH AURA!!! I need the U-20 match to start!
",,,Dec-20,93.0
Ep14,Scorpsko,TTTTTTTTTTTTTTTTTTTTTT,,,Aug-20,2.0
Ep7,GridironOtaku,"Talk about sucking all the intensity out of the match as the animation quality has really tanked since the first season.  This was supposed to be the highlight of the show up until this point, but with all the stills and stuff, it absolutely bottomed out with this episode.  I have to wonder what budget was set aside for this season as there was quite a lot of corner-cutting.  Everything is moving in super slo-mo going to show that they tried to produce this as cheaply as they can get away with.",,,Aug-11,5868.0
Ep2,Ranxomare,"Targeting the weakest is a good plan!
Well, he thinks he has a piece of the puzzle to win!
kekeke",,,Apr-16,25194.0
Ep6,Vanytas,Tbh I don’t care about the animation that much the story is good and also it’s exciting I have watched things that had worse animation so whatever,,,Feb-22,168.0
Ep7,CritiasBG,Tbh this would've been better as a visual novel or something since they don't want to animate it xD. Anyway Nagi's goal was cool af.,,,Sep-17,300.0
Ep5,samsince04,"Team looks sick. Completely agree with Ego's selections other than maybe Bachira in that position but it's fine. Shidou has been transferred to the U20 team and he's already causing waves lol. Didn't expect Sendou to have orange hair.

I really hope 8-bit gave it their best for this singular match bcz this arc deserves at least that. 

The additional time was hilarious as ever... That backline is quite OSHA xD
samsince04Nov 2, 2024 9:46 AM 




",,"𝒮𝑜𝓂𝑒𝓉𝒾𝓂𝑒𝓈, 𝓎𝑜𝓊 𝒸𝒶𝓃'𝓉 𝓂𝑜𝓋𝑒 𝒻𝑜𝓇𝓌𝒶𝓇𝒹 𝓌𝒾𝓉𝒽𝑜𝓊𝓉 𝒸𝓁𝑜𝓈𝒾𝓃𝑔 𝓉𝒽𝑒 𝒹𝑜𝑜𝓇 𝒷𝑒𝒽𝒾𝓃𝒹 𝓎𝑜𝓊. - 𝑅𝑒𝒾 𝒦𝒾𝓇𝒾𝓎𝒶𝓂𝒶",Sep-20,4143.0
Ep2,watsym,"Terrible slideshow, not even worth watching",,,Mar-23,820.0
Ep11,PrimeX,"Tf was that 2 seconds of sakuga when Shidou ""knocked up"" that goal net lol fuck off sakuga you don't belong here",,,Jul-13,9672.0
Ep14,NezuSwallowtail_,"Thank you for your hard work Hajime Nihari-san! For the staff working behind Blue Lock S2, you deserve the best support, hopefully Blue Lock can get better treatment in the future.

NezuSwallowtail_Dec 28, 2024 10:47 AM",,,May-23,440.0
Ep4,Vanytas,Thankfully the story is good so I don’t really care about the animation that much…animation can be improved so whatever lol,,,Feb-22,168.0
Ep3,OmBerry12_Bleach,That Awakening of Isage gave me goosebumps,,,Oct-23,120.0
Ep3,fathandz,That Blue Lock additional time scene was like something out of a Yaoi manga (or so ive heard).,,,Oct-22,622.0
Ep14,pithree-wan,"That Itoshi Brother one-on-one leading to Isagi's goal, the animation was beautiful!",,,Nov-19,58.0
Ep7,Klad,"That Nagi goal was excellent, what a move.",,,Jan-13,14359.0
Ep11,AV_Kantoku,"That Shidou goal was probably a reference to Zlatan's 30-yd overhead goal against England in 2012, same situation.

But this is a farce, Shidou is still a Blue Lock player.Powered by「アニソン」。

'anison' (ANIme SONg). 
RAW and NOT DILUTED (aka NOT REMIXED [there are exceptions]) 
AND NOT THE WESTERN/GAIJIN EMPHASIS ON OST/BGM, 
but...OPs, EDs, INsert Songs, & Character Songs! ",,,Mar-21,51.0
Ep12,kyledluffy,That blue lock additional time tho💀,,,Jan-23,874.0
